Código	Nome da Propriedade	Código SIGEF/SNCI	Município	Área_ha	Codigo Único	Lat	Lon
BAR0941	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,2	3010350282587A	-12,072980	-45,643919
BAR0942	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587B	-12,073121	-45,644859
BAR0943	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587C	-12,073241	-45,645770
BAR0944	FAZENDA CERRADÃO	9500252345839	Barreiras	164,6	9500252345839	-12,073270	-45,602378
BAR0945	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587D	-12,073361	-45,646680
BAR0946	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587E	-12,073481	-45,647591
BAR0947	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587F	-12,073601	-45,648502
BAR0948	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	4,0	3010350282587G	-12,073694	-45,652661
BAR0949	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587H	-12,073721	-45,649412
BAR0950	FAZENDA REFUGIO	9500252970113	Barreiras	4,2	9500252970113J	-12,073798	-45,517328
BAR0951	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587I	-12,073842	-45,650323
BAR0952	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587J	-12,073962	-45,651234
BAR0953	FAZENDA VANINI E OUTRAS	3140210220981	Barreiras	10,4	3140210220981F	-12,074015	-45,514559
BAR0954	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587K	-12,074322	-45,653966
BAR0955	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587L	-12,074442	-45,654876
BAR0956	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587M	-12,074562	-45,655787
BAR0957	FAZENDA CANDEIAS III	9500337283905	Barreiras	955,8	9500337283905	-12,074642	-45,079117
BAR0958	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587N	-12,074683	-45,656698
BAR0959	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,0	3010350282587O	-12,074803	-45,657608
BAR0960	FAZENDA RELÂMPAGO	9999547539397	Barreiras	136,8	9999547539397	-12,074823	-44,895332
BAR0961	AGROPECUÁRIA MATA DO PUBA S/A.	3010350282587	Barreiras	3,1	3010350282587P	-12,074942	-45,658534
BAR0962	FAZENDA CRISTO REI III	9501229195435	Barreiras	152,4	9501229195435B	-12,075285	-45,249923
BAR0963	FAZENDA MATA DO PUBA	3010350282587	Barreiras	6,0	3010350282587Q	-12,075357	-45,644552
BAR0964	FAZENDA CERRADÃO	9500252345839	Barreiras	17,4	9500252345839	-12,075573	-45,610088
BAR0965	FAZENDA RANCHO PETERS	0000602159108	Barreiras	79,5	0000602159108A	-12,075622	-45,211664
BAR0966	FAZENDA BELLA VISTA	9500923628598	Barreiras	6,2	9500923628598A	-12,075624	-45,660626
BAR0967	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598B	-12,075675	-45,660210
BAR0968	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598C	-12,075771	-45,660939
BAR0969	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598D	-12,075867	-45,661667
BAR0970	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598E	-12,075963	-45,662396
BAR0971	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598F	-12,076059	-45,663124
BAR0972	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598G	-12,076155	-45,663853
BAR0973	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598H	-12,076251	-45,664581
BAR0974	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598I	-12,076347	-45,665310
BAR0975	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,0	9500923628598J	-12,076443	-45,666039
BAR0976	FAZENDA CERRADÃO	9500252345839	Barreiras	97,2	9500252345839	-12,076452	-45,600697
BAR0977	FAZENDA BAHIA E OUTRAS	9501141381859	Barreiras	63,4	9501141381859	-12,076604	-44,962380
BAR0978	FAZENDA BELLA VISTA	9500923628598	Barreiras	3,1	9500923628598K	-12,076620	-45,666766
BAR0979	FAZENDA BOA SORTE	9501301334186	Barreiras	291,9	9501301334186A	-12,079113	-44,981877
BAR0980	FAZENDINHA DO AEROPORTO	9500339853768	Barreiras	185,7	9500339853768A	-12,079127	-45,027001
BAR0981	FAZENDA VEREDA DAS LAGES	3050220609330	Barreiras	207,8	3050220609330	-12,079481	-45,207708
BAR0982	FAZENDA JOS	9501300278398	Barreiras	5,4	9501300278398A	-12,079482	-45,694032
BAR0983	FAZENDA ZANIN 	3010350146993	Barreiras	1010,1	3010350146993	-12,079681	-45,378871
BAR0984	FAZENDA RELÂMPAGO	9500683499256	Barreiras	31,2	9500683499256	-12,079990	-44,901539
BAR0985	FAZENDA SANTA CATARINA	3010350142220	Barreiras	1460,2	3010350142220	-12,082555	-45,284859
BAR0986	FAZENDA BOA SORTE	9501301334186	Barreiras	117,8	9501301334186B	-12,083180	-44,963320
BAR0987	SÍTIO SANTA LÍDIA	9500688699296	Barreiras	81,4	9500688699296A	-12,084292	-45,201814
BAR0988	FAZENDA CIDADE ALTA	9500253579604	Barreiras	648,2	9500253579604	-12,084381	-45,052475
BAR0989	FAZENDA GALVANI	9500920214237	Barreiras	385,1	9500920214237	-12,084933	-45,678809
BAR0990	FAZENDA JOS	9501300278398	Barreiras	50,0	9501300278398M	-12,085002	-45,696321
BAR0991	FAZENDA BARBOSA	9999547643534	Barreiras	1329,8	9999547643534A	-12,085030	-45,130434
BAR0992	FAZENDA TERRA VIVA	3010350278636	Barreiras	101,0	3010350278636	-12,085139	-45,691254
BAR0993	FAZENDA TRÊS IRMÃOS	9502033811282	Barreiras	915,4	9502033811282B	-12,085399	-45,224906
BAR0994	FAZENDA BELLA VISTA	9500923628598	Barreiras	151,6	9500923628598L	-12,086066	-45,661462
BAR0995	FAZENDINHA ENGEFLORA	9500339853768	Barreiras	40,9	9500339853768B	-12,086903	-45,031394
BAR0996	FAZENDA VITÓRIA REJANE	9999469408604	Barreiras	176,1	9999469408604	-12,087106	-44,987049
BAR0997	FAZENDA BAIXA VERDE	3210280111851	Barreiras	360,9	3210280111851	-12,087363	-44,885848
BAR0998	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	68,0	3050220609179A	-12,088042	-45,199646
BAR0999	FAZENDA VEREDA DAS LAGES	9999975983056	Barreiras	95,3	9999975983056	-12,088484	-45,203111
BAR1000	FAZENDA DAS ÁGUAS	3010350114951	Barreiras	1020,2	3010350114951	-12,088585	-45,348214
BAR1001	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	68,6	3050220609179B	-12,088853	-45,197507
BAR1002	FAZENDA SANTO ANTÔNIO - GLEBA 02	3010190026740	Barreiras	6343,3	3010190026740B	-12,090942	-44,842004
BAR1003	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	40,6	9502111876400A	-12,091506	-45,200479
BAR1004	FAZENDA CRISTO REI IV	9501229195273	Barreiras	1128,7	9501229195273	-12,092047	-45,244424
BAR1005	FAZENDA VEREDA DAS LAGES	3050220608016	Barreiras	37,6	3050220608016A	-12,093054	-45,200801
BAR1006	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	28,3	3010350256586A	-12,094047	-44,997189
BAR1007	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	28,3	3010350256586B	-12,095224	-44,998071
BAR1008	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	28,1	3010350256586C	-12,095516	-44,999668
BAR1009	FAZENDA VEREDA IV	9501653858320	Barreiras	35,1	9501653858320	-12,095528	-45,207344
BAR1010	COPACABANA II	9501907830219	Barreiras	235,9	9501907830219A	-12,095838	-44,988356
BAR1011	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	27,8	3010350256586D	-12,097069	-44,999934
BAR1012	FAZENDA DO GENTIL	9511451319890	Barreiras	357,5	9511451319890	-12,097431	-45,140232
BAR1013	FAZENDA BANDEIRA	0000359585144	Barreiras	272,4	0000359585144	-12,098910	-45,030954
BAR1014	FAZENDA UM IRMAO I	9501306824890	Barreiras	300,9	9501306824890	-12,099380	-45,301742
BAR1015	FAZENDA ARACY	3010350326703	Barreiras	437,7	3010350326703A	-12,099653	-44,955029
BAR1016	LOTE BEL I	9500337532549	Barreiras	0,1	9500337532549B	-12,099927	-44,923322
BAR1017	FAZENDA RANCHO DA SERRA	9511107122050	Barreiras	20,3	9511107122050A	-12,099989	-45,049705
BAR1018	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	42,0	3050220609179C	-12,100167	-45,202850
BAR1019	CHÁCARA MARISTANE	9500337532549	Barreiras	0,3	9500337532549C	-12,100363	-44,923295
BAR1020	CHACARA RENASCER	9500337532549	Barreiras	0,3	9500337532549D	-12,100737	-44,923533
BAR1021	CHÁCARA IDELFONSO GAMA	9500688241273	Barreiras	0,3	9500688241273	-12,100934	-44,925508
BAR1022	FAZENDA BOA VISTA	9501736037086	Barreiras	42,1	9501736037086	-12,101091	-45,292489
BAR1023	FAZENDA VALE VERDE 01	9999034357757	Barreiras	128,1	9999034357757B	-12,101372	-45,211606
BAR1024	FAZENDA JURUBEBA	9500337532549	Barreiras	1,6	9500337532549E	-12,101857	-44,924132
BAR1025	FAZENDA CANDEIAS III	9501737089500	Barreiras	265,6	9501737089500	-12,101873	-45,089540
BAR1026	FAZENDA SÃO JOÃO	8120641115627	Barreiras	982,8	8120641115627	-12,102107	-45,483108
BAR1027	FAZENDA BREJO REDONDO	3010350277311	Barreiras	160,3	3010350277311A	-12,102183	-45,156344
BAR1028	FAZENDA DONA NOEMIA E ALOUDES	9501308783326	Barreiras	314,4	9501308783326	-12,102930	-45,282357
BAR1029	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	23,8	3010350006989A	-12,102941	-44,917826
BAR1030	ASSENTAMENTO SANTA RITA LOTE 01  FAZENDA CARDOSO	9510218698728	Barreiras	30,0	9510218698728	-12,102956	-45,358115
BAR1031	COPACABANA II	9501907830219	Barreiras	1,5	9501907830219B	-12,102956	-44,979671
BAR1032	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	25,0	3010350256586E	-12,103436	-44,986998
BAR1033	FAZENDA BARBOSA	9999547643534	Barreiras	11,5	9999547643534B	-12,103592	-45,116360
BAR1034	FAZENDA RANCHO PETERS	0000602159108	Barreiras	71,0	0000602159108B	-12,103707	-45,206994
BAR1035	FAZENDA PÉROLA DO OESTE	9500411683783	Barreiras	516,8	9500411683783	-12,103723	-45,671046
BAR1036	FAZENDA BOA VISTA	3010350012369	Barreiras	263,9	3010350012369A	-12,103756	-45,001248
BAR1037	FAZENDA COPACABANA  GLEBA VI	3010350256586	Barreiras	21,8	3010350256586F	-12,104225	-44,988809
BAR1038	FAZENDA MATA DO PUBA	3010350282587	Barreiras	945,9	3010350282587R	-12,104298	-45,646819
BAR1039	FAZENDA SANTA CRUZ IV	9999974344009	Barreiras	2609,4	9999974344009A	-12,104452	-45,624602
BAR1040	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	25,7	3010350006989B	-12,104694	-44,915968
BAR1041	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	7,2	3010350006989C	-12,104729	-44,914302
BAR1042	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	6,6	3010350006989D	-12,104774	-44,913605
BAR1043	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	5,8	3010350006989E	-12,104923	-44,912983
BAR1044	FAZENDA CAMPO GRANDE	9500926995516	Barreiras	13,9	9500926995516A	-12,105098	-44,929715
BAR1045	FAZENDA IOLANDA	9510642091639	Barreiras	32,1	9510642091639A	-12,105528	-44,909225
BAR1046	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	23,7	3010350256586G	-12,105751	-44,989827
BAR1047	COPACABANA II	9501907830219	Barreiras	1,0	9501907830219C	-12,105946	-44,981674
BAR1048	FAZENDA MISSIONARIO	9511531028063	Barreiras	207,5	9511531028063A	-12,105991	-45,266535
BAR1049	FAZENDA RANCHO DA SERRA	9511107122050	Barreiras	164,8	9511107122050B	-12,106422	-45,051833
BAR1050	FAZENDA SANTA CRUZ V	9999974344009	Barreiras	2550,4	9999974344009B	-12,106617	-45,591891
BAR1051	CHÁCARA SÃO JORGE 7	9501493513500	Barreiras	22,1	9501493513500	-12,106926	-45,174787
BAR1052	FAZENDA CANDEIAS	9510133125680	Barreiras	59,5	9510133125680	-12,107168	-45,065081
BAR1053	FAZENDA COPAS VERDE	9500259614851	Barreiras	12,0	9500259614851A	-12,107291	-45,650893
BAR1054	FAZENDA CAMPO GRANDE	9500926995516	Barreiras	9,8	9500926995516B	-12,107318	-44,931215
BAR1055	FAZENDA IOLANDA	9510642091639	Barreiras	2,2	9510642091639B	-12,107356	-44,913039
BAR1056	FAZENDA COPACABANA  GLEBA VI	3010350256586	Barreiras	1,6	3010350256586H	-12,107517	-44,983378
BAR1057	COPACABANA II	9501907830219	Barreiras	65,9	9501907830219D	-12,107596	-44,973818
BAR1058	FAZENDA CASCATA	9511372028863	Barreiras	46,7	9511372028863	-12,107597	-45,099614
BAR1059	FAZENDA COPACABANA  GLEBA VI	3010350256586	Barreiras	1,5	3010350256586I	-12,107690	-44,984479
BAR1060	FAZENDA COPACABANA  GLEBA VIII	3010350256586	Barreiras	31,5	3010350256586J	-12,107709	-44,990959
BAR1061	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	1182,8	9510307794668R	-12,107965	-45,570634
BAR1062	FAZENDA BREJO REDONDO	3010350277311	Barreiras	41,0	3010350277311B	-12,108018	-45,157982
BAR1063	FAZENDA COPACABANA  GLEBA VI	3010350256586	Barreiras	0,3	3010350256586K	-12,108077	-44,983576
BAR1064	FAZENDA COPAS VERDE	9500259614851	Barreiras	6,0	9500259614851B	-12,108196	-45,649869
BAR1065	FAZENDA BRITADOR	9510566587743	Barreiras	28,9	9510566587743	-12,108198	-45,179052
BAR1066	FAZENDA COPACABANA  GLEBA VI	3010350256586	Barreiras	0,5	3010350256586L	-12,108278	-44,984239
BAR1067	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	34,9	3010350006989F	-12,108749	-44,907869
BAR1068	FAZENDA PALMARES II	0000518890670	Barreiras	171,3	0000518890670	-12,108881	-44,875265
BAR1069	FAZENDA SÃO JOSÉ -GLEBA A	9501494965960	Barreiras	200,4	9501494965960A	-12,108991	-45,252780
BAR1070	FAZENDA BARBOSA	9999547643534	Barreiras	5,4	9999547643534C	-12,109081	-45,111606
BAR1071	FAZENDA SÃO MIGUEL	3010350006989	Barreiras	17,5	3010350006989G	-12,109114	-44,916735
BAR1072	CHÁCARA SANTA HELENA	3010350123608	Barreiras	34,9	3010350123608	-12,109192	-45,003109
BAR1073	FAZENDA COPACABANA  GLEBA 01	3010350256586	Barreiras	3,0	3010350256586M	-12,109238	-44,985796
BAR1074	FAZENDA ARACY	3010350326703	Barreiras	5,0	3010350326703B	-12,109702	-44,958317
BAR1075	FAZENDA SANTA HELENA	8120641093399	Barreiras	1475,0	8120641093399	-12,109761	-45,508703
BAR1076	SÍTIO BOM SOSSEGO	9501308111492	Barreiras	9,3	9501308111492	-12,109999	-44,934813
BAR1077	FAZENDA BREJINHOS	9999547458559	Barreiras	6,3	9999547458559A	-12,110060	-45,113535
BAR1078	FAZENDA COPACABANA  GLEBA VIII	3010350256586	Barreiras	0,9	3010350256586N	-12,110253	-44,986634
BAR1079	FAZENDA SÃO LUIZ	8120641092902	Barreiras	1474,3	8120641092902	-12,110380	-45,526956
BAR1080	FAZENDA COPACABANA	3010350256586	Barreiras	1,8	3010350256586O	-12,110416	-44,983466
BAR1081	FAZENDA ARACY	3010350326703	Barreiras	3,1	3010350326703C	-12,110772	-44,957314
BAR1082	FAZENDA COPACABANA  GLEBA 02	3010350256586	Barreiras	42,6	3010350256586P	-12,111552	-44,974905
BAR1083	FAZENDA SÃO MANOEL	9500687179329	Barreiras	31,4	9500687179329	-12,111690	-44,923353
BAR1084	FAZENDA HAEHNER	9501491478340	Barreiras	7,1	9501491478340A	-12,111711	-45,283396
BAR1085	CHACARA DI TINO	9500925566964	Barreiras	30,0	9500925566964	-12,111887	-45,646195
BAR1086	FAZENDA SANTO ANTÔNIO - GLEBA 02	3010190026740	Barreiras	3807,6	3010190026740C	-12,112301	-44,803924
BAR1087	FAZENDA REDENÇÃO	3010350012954	Barreiras	15,6	3010350012954A	-12,112337	-45,109503
BAR1088	FAZENDA BOA VISTA	3010350012369	Barreiras	3,0	3010350012369B	-12,112537	-44,990059
BAR1089	FAZENDA BOA VISTA	3010350012369	Barreiras	8,8	3010350012369C	-12,112674	-45,006172
BAR1090	FAZENDA BOA VISTA	3010350012369	Barreiras	21,1	3010350012369D	-12,112756	-45,000666
BAR1091	FAZENDA ARACY	3010350326703	Barreiras	42,4	3010350326703D	-12,112906	-44,960210
BAR1092	FAZENDA COPAS VERDE	9500259614851	Barreiras	78,9	9500259614851C	-12,112930	-45,653023
BAR1093	FAZENDA BREJO REDONDO	3010350277311	Barreiras	18,0	3010350277311C	-12,113195	-45,157894
BAR1094	FAZENDA SANTA FÉ	8130360858120	Barreiras	1475,0	8130360858120	-12,113235	-45,543521
BAR1095	FAZENDA RIACHO DA ITABOCAS	9999893821082	Barreiras	56,6	9999893821082	-12,113284	-45,090623
BAR1096	FAZENDA VISTA ALEGRE	9500259128400	Barreiras	60,4	9500259128400A	-12,113616	-45,098500
BAR1097	FAZENDA COPACABANA  GLEBA 02	3010350256586	Barreiras	42,6	3010350256586Q	-12,113974	-44,975405
BAR1098	FAZENDA SANTO ANTONIO	9510994265718	Barreiras	1474,8	9510994265718	-12,114013	-45,558057
BAR1099	FAZENDA BOA VISTA	3010350012369	Barreiras	2,0	3010350012369E	-12,114078	-44,992040
BAR1100	FAZENDA UNIVERSO VERDE	9510801573925	Barreiras	100,1	9510801573925	-12,114151	-45,294732
BAR1101	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	4,4	9502111876400B	-12,114205	-45,201355
BAR1102	FAZENDA PONTA DAGUA DA NANICA	3010350017751	Barreiras	13,5	3010350017751A	-12,114273	-44,911760
BAR1103	FAZENDA PONTA DAGUA DA NANICA	3010350017751	Barreiras	9,9	3010350017751B	-12,114393	-44,915877
BAR1104	FAZENDA SÃO MARCOS V	9501495391479	Barreiras	5,0	9501495391479	-12,115223	-44,953720
BAR1105	FAZENDA BOA VISTA	3010350012369	Barreiras	3,9	3010350012369F	-12,115290	-44,996095
BAR1106	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	8,5	9502111876400C	-12,115299	-45,195453
BAR1107	FAZENDA COPACABANA	3010350256586	Barreiras	50,3	3010350256586R	-12,115381	-44,977357
BAR1108	FAZENDA ACÁCIA	9501904946747	Barreiras	399,5	9501904946747	-12,115641	-45,390219
BAR1109	FAZENDA BOA VISTA	3010350012369	Barreiras	22,4	3010350012369G	-12,115683	-45,003146
BAR1110	FAZENDA COPACABANA  GLEBA 02	3010350256586	Barreiras	42,6	3010350256586S	-12,115914	-44,981682
BAR1111	LOTE AGRICOLA 132 E	9510806231720	Barreiras	33,4	9510806231720	-12,115919	-44,922112
BAR1112	FAZENDA CHÁCARA PREDILETA	9500259128400	Barreiras	14,2	9500259128400B	-12,116039	-45,092210
BAR1113	FAZENDA VEREDA DAS LAGES	3050220608016	Barreiras	5,0	3050220608016B	-12,116335	-45,196930
BAR1114	SÍTIO SANTA LÍDIA	9500688699296	Barreiras	4,8	9500688699296B	-12,116530	-45,194603
BAR1115	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	4,0	3050220609179D	-12,116702	-45,193582
BAR1116	FAZENDA BOA VISTA	3010350012369	Barreiras	0,8	3010350012369H	-12,116787	-44,995233
BAR1117	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	2,9	3050220609179E	-12,117130	-45,191363
BAR1118	FAZENDA BREJINHOS	9999547458559	Barreiras	210,9	9999547458559B	-12,117685	-45,115472
BAR1119	FAZENDA GEORGE	3010350091056	Barreiras	225,3	3010350091056	-12,118967	-44,874428
BAR1120	FAZENDA PONTA D AGUA	9502111748584	Barreiras	2,7	9502111748584A	-12,119576	-44,919035
BAR1121	FAZENDA PONTA D AGUA	9502111748584	Barreiras	5,3	9502111748584B	-12,119664	-44,921969
BAR1122	SÍTIO SANTA LÚCIA	9511376813778	Barreiras	3,1	9511376813778	-12,119919	-44,929083
BAR1123	FAZENDA EPA BAHIA	9501812109350	Barreiras	60,4	9501812109350	-12,121522	-45,273560
BAR1124	FAZENDA VEREDA DAS LAGES	3050220608016	Barreiras	16,7	3050220608016C	-12,121571	-45,194680
BAR1125	SÍTIO DOIS IRMÃOS	9511376801923	Barreiras	8,4	9511376801923	-12,121974	-44,925672
BAR1126	FAZENDA REDENÇÃO	3010350012954	Barreiras	125,2	3010350012954B	-12,122032	-45,106454
BAR1127	FAZENDA NORTE I II E III	9500337537770	Barreiras	2873,2	9500337537770A	-12,122078	-45,461668
BAR1128	FAZENDA SANTA CRUZ  X	9500337537770	Barreiras	2873,1	9500337537770B	-12,122078	-45,461668
BAR1129	FAZENDA GATTO	3010350132186	Barreiras	374,8	3010350132186	-12,123627	-45,340780
BAR1130	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	19,5	3050220609179F	-12,123692	-45,191891
BAR1131	FAZENDA RIACHO DO SANTANA	3010350000786	Barreiras	15,3	3010350000786A	-12,124012	-44,883550
BAR1132	FAZENDA MORADA BELLA	9501229062630	Barreiras	23,9	9501229062630	-12,124926	-44,948228
BAR1133	FAZENDA BREJO REDONDO III	3010350277311	Barreiras	138,6	3010350277311D	-12,125618	-45,166804
BAR1134	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	7,9	9502111876400D	-12,126158	-45,195524
BAR1135	SÍTIO LEOPOLDINA	9511109883830	Barreiras	27,2	9511109883830	-12,126162	-44,919529
BAR1136	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	26,7	9502111876400E	-12,126238	-45,196488
BAR1137	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	42,0	3050220609179G	-12,126266	-45,200276
BAR1138	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	13,0	9502111876400F	-12,126507	-45,197560
BAR1139	FAZENDA MISSIONARIO- GLEBA 02	9511531028063	Barreiras	398,2	9511531028063B	-12,126757	-45,268618
BAR1140	FAZENDA VEREDA DAS LAGES - PARCELA II	3150790116227	Barreiras	94,8	3150790116227C	-12,126863	-45,178191
BAR1141	CHACARA DOIS MENINOS	9511294816884	Barreiras	3,0	9511294816884	-12,126921	-45,037303
BAR1142	FAZENDA CAEIRA	3010190030853	Barreiras	385,1	3010190030853	-12,126975	-44,719324
BAR1143	FAZENDA VEREDA DAS LAGES - PARCELA II	3150790116227	Barreiras	87,5	3150790116227D	-12,127024	-45,182799
BAR1144	FAZENDA VEREDA DAS LAGES	9502111876400	Barreiras	5,8	9502111876400G	-12,127185	-45,206369
BAR1145	SÍTIO SÃO JOSÉ	9501904474128	Barreiras	71,9	9501904474128	-12,127239	-44,940652
BAR1146	FAZENDA BOA NOVA	9501656078008	Barreiras	35,9	9501656078008A	-12,127532	-44,984945
BAR1147	FAZENDA HAEHNER	9501491478340	Barreiras	223,1	9501491478340B	-12,128297	-45,282766
BAR1148	FAZENDA SÃO MIGUEL ARCANJO	9999384415709	Barreiras	46,2	9999384415709	-12,128314	-44,930964
BAR1149	FAZENDA VEREDA DAS LAGES	3050220609179	Barreiras	122,2	3050220609179H	-12,128566	-45,189007
BAR1150	FAZENDA BOTAFOGO	9501227648254	Barreiras	45,9	9501227648254	-12,128633	-44,928406
BAR1151	FAZENDA AMOR	9999384416195	Barreiras	23,0	9999384416195	-12,129125	-44,934946
BAR1152	FAZENDA VITÓRIA LÚCIA	9999033001878	Barreiras	31,3	9999033001878	-12,129289	-44,937178
BAR1153	FAZENDA BELA VISTA	9500259651978	Barreiras	45,9	9500259651978	-12,129314	-44,925308
BAR1154	FAZENDA AURORA	9510804724096	Barreiras	46,5	9510804724096	-12,129356	-44,922407
BAR1155	FAZENDA MISSIO	3010350135363	Barreiras	778,9	3010350135363	-12,129366	-45,329733
BAR1156	FAZENDA SÃO JOSÉ -GLEBA A	9501494965960	Barreiras	289,6	9501494965960B	-12,130726	-45,259028
BAR1157	FAZENDA SÃO MARCOS IV	9501495391398	Barreiras	17,5	9501495391398	-12,133027	-44,945663
BAR1158	FAZENDA RIACHO DO SANTANA	3010350000786	Barreiras	13,2	3010350000786B	-12,133091	-44,893795
BAR1159	FAZENDA REDENÇÃO	3010350012954	Barreiras	5,8	3010350012954C	-12,133991	-45,104385
BAR1160	FAZENDA BAIXA DA AREIA	9510643751527	Barreiras	13,4	9510643751527	-12,134175	-44,920466
BAR1161	FAZENDA OURO VERDE	9510569165440	Barreiras	49,4	9510569165440	-12,134403	-44,915632
BAR1162	FAZENDA MONTE SINAI	9501497873101	Barreiras	121,8	9501497873101	-12,134803	-45,064701
BAR1163	FAZENDA REDENÇÃO	9999547451465	Barreiras	2,3	9999547451465A	-12,134853	-45,113116
BAR1164	FAZENDA GAÚCHA II	9500686433868	Barreiras	754,3	9500686433868	-12,135880	-45,698548
BAR1165	FAZENDA REDENÇÃO	9999547451465	Barreiras	18,8	9999547451465B	-12,136082	-45,110400
