Código	Nome da Propriedade	Código SIGEF/SNCI	Município	Área_ha	Codigo Único	Lat	Lon
BAR0702	FAZENDA SÃO SEBASTIÃO II	9500259645064	Barreiras	453,6	9500259645064	-12,002411	-46,322953
BAR0703	FAZENDA SÃO JOÃO	9500178296928	Barreiras	508,8	9500178296928	-12,002709	-46,328261
BAR0704	FAZENDA FLOR DE LIS III	9501061493060	Barreiras	97,0	9501061493060B	-12,003110	-45,395770
BAR0705	FAZENDA LAGO AZUL VIII	9500330419550	Barreiras	106,5	9500330419550E	-12,005561	-45,108885
BAR0706	FAZENDA SANTA TECLA	9501737048227	Barreiras	108,8	9501737048227C	-12,006001	-45,590051
BAR0707	FAZENDA CAMPO VERDE E OUTRAS	2460261344570	Barreiras	1501,8	2460261344570	-12,006733	-46,339157
BAR0708	FAZENDA SANTA TECLA	9501737048227	Barreiras	129,5	9501737048227D	-12,007111	-45,580966
BAR0709	FAZENDA BARROS	3010350111189	Barreiras	39,7	3010350111189	-12,007363	-44,947798
BAR0710	FAZENDA IRMÃOS SIELME	0000518857118	Barreiras	200,1	0000518857118A	-12,007418	-46,147552
BAR0711	FAZENDA RANCHO FUNDO VII	3010350259178	Barreiras	252,9	3010350259178	-12,007772	-46,356751
BAR0712	FAZENDA TORROADA	9501307269904	Barreiras	8,6	9501307269904E	-12,008469	-44,941661
BAR0713	FAZENDA UNIÃO IV	9500921242226	Barreiras	67,9	9500921242226	-12,008552	-45,415020
BAR0714	FAZENDA IMPERIAL	9999465234105	Barreiras	169,6	9999465234105A	-12,008578	-44,979762
BAR0715	FAZENDA RANCHO FUNDO VIII	9500335183601	Barreiras	252,5	9500335183601	-12,009856	-46,362232
BAR0716	FAZENDA SÃO MIGUEL	9501149476280	Barreiras	43,7	9501149476280	-12,010348	-44,959805
BAR0717	FAZENDA SÃO ROQUE	3010350142300	Barreiras	3483,7	3010350142300A	-12,010723	-45,438868
BAR0718	FAZENDA PLANALTO V  LOTE A	9501491286433	Barreiras	126,3	9501491286433	-12,010797	-45,402171
BAR0719	FAZENDA IMPERIAL	9999465234105	Barreiras	233,4	9999465234105B	-12,010923	-44,970562
BAR0720	FAZENDA IRMÃOS SIELME	0000518857118	Barreiras	95,9	0000518857118B	-12,011499	-46,155476
BAR0721	FAZENDA LAGO AZUL VIII	9500330419550	Barreiras	563,7	9500330419550F	-12,011753	-45,079683
BAR0722	FAZENDA POMPEU	9500504134887	Barreiras	4,9	9500504134887A	-12,012835	-45,574720
BAR0723	FAZENDA UNIÃO II	9999468638665	Barreiras	61,0	9999468638665	-12,013235	-45,423030
BAR0724	FAZENDA TERRA BAHIA	9500330420567	Barreiras	1986,7	9500330420567	-12,013973	-45,195789
BAR0725	FAZENDA VANINI E OUTRAS	3140210220981	Barreiras	39,8	3140210220981A	-12,014682	-45,518571
BAR0726	FAZENDA SANTA MARTA	1710930091058	Barreiras	75,1	1710930091058	-12,014853	-44,967707
BAR0727	FAZENDA IRMÃOS SIELME	0000518857118	Barreiras	296,0	0000518857118C	-12,015362	-46,164538
BAR0728	FAZENDA RENASCER	9500686435054	Barreiras	300,5	9500686435054A	-12,016143	-45,557164
BAR0729	FAZENDA SANTA TECLA	9501737048227	Barreiras	128,4	9501737048227E	-12,016327	-45,590237
BAR0730	FAZENDA BARROS	9510309945108	Barreiras	254,0	9510309945108	-12,016861	-44,962654
BAR0731	FAZENDA PLANALTO V  LOTE B	9501491273889	Barreiras	126,6	9501491273889	-12,016886	-45,402697
BAR0732	FAZENDA IZETA	9500334482141	Barreiras	1118,3	9500334482141C	-12,016967	-45,506318
BAR0733	FAZENDA CRISTO REI	9999700792862	Barreiras	1150,6	9999700792862B	-12,017361	-45,287158
BAR0734	FAZENDA SANTA TECLA	9501737048227	Barreiras	133,7	9501737048227F	-12,017797	-45,579768
BAR0735	FAZENDA INHUMAS	9510720042860	Barreiras	417,2	9510720042860	-12,017856	-44,939026
BAR0736	FAZENDA MF I	0000518859838	Barreiras	931,4	0000518859838	-12,017866	-45,312796
BAR0737	FAZENDA NOSSA SENHORA DA PAZ	3010350161798	Barreiras	359,5	3010350161798	-12,019270	-45,375834
BAR0738	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	315,7	3010350182280A	-12,021900	-45,653700
BAR0739	FAZENDA REUNIDAS PARAÍSO II	9500768264304	Barreiras	290,4	9500768264304	-12,022160	-45,412822
BAR0740	FAZENDA IZETA	9500334482141	Barreiras	2396,5	9500334482141D	-12,022248	-45,501712
BAR0741	FAZENDA IZETA I	3010350158495	Barreiras	1001,4	3010350158495	-12,022551	-45,488620
BAR0742	FAZENDA LAGO AZUL VIII	9500330419550	Barreiras	563,7	9500330419550G	-12,022829	-45,073069
BAR0743	FAZENDA AGROPECUÁRIA BASSO I  LOTES 01 02 03 04 05 E 06	3010350182019	Barreiras	311,1	3010350182019A	-12,023599	-45,622759
BAR0744	FAZENDA JENNIFER	9501223023330	Barreiras	150,1	9501223023330	-12,024845	-46,248738
BAR0745	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	234,9	3010350182280B	-12,025304	-45,641394
BAR0746	FAZENDA MISSAGRO VII	9500928286881	Barreiras	184,2	9500928286881D	-12,025939	-45,457398
BAR0747	FAZENDA SÃO JOSÉ II	2620990126025	Barreiras	50,0	2620990126025	-12,026299	-46,258122
BAR0748	FAZENDA RINCÃO	0000517273422	Barreiras	107,1	0000517273422A	-12,026424	-46,217407
BAR0749	FAZENDA AGROPECUÁRIA BASSO I  LOTES 01 02 03 04 05 E 06	3010350182019	Barreiras	269,7	3010350182019B	-12,026630	-45,632012
BAR0750	FAZENDA CRUZ ALTA	3010350266891	Barreiras	1820,1	3010350266891	-12,026850	-45,534438
BAR0751	FAZENDA XIQUE-XIQUE	3010350147108	Barreiras	1333,4	3010350147108	-12,026902	-45,549410
BAR0752	FAZENDA PRIMAVERA	3010350159548	Barreiras	2499,9	3010350159548	-12,027116	-45,475454
BAR0753	FAZENDA POMPEU	3010350146306	Barreiras	807,3	3010350146306	-12,027530	-45,571229
BAR0754	FAZENDA MARGARIDA	0000600169858	Barreiras	42,5	0000600169858A	-12,027929	-46,219826
BAR0755	FAZENDA SANTA TECLA	9501737048227	Barreiras	162,8	9501737048227G	-12,027935	-45,592461
BAR0756	FAZENDA DIVINO ESPÍRITO SANTO	9999890452507	Barreiras	113,2	9999890452507	-12,028125	-44,986457
BAR0757	FAZENDA FÊNIX	9500330422934	Barreiras	501,8	9500330422934	-12,028594	-45,563980
BAR0758	FAZENDA BAIXA DO ESPINHO	9501731903060	Barreiras	199,3	9501731903060	-12,028601	-45,114948
BAR0759	FAZENDA SANTA TECLA	9501737048227	Barreiras	150,8	9501737048227H	-12,028769	-45,582252
BAR0760	FAZENDA TALISMÃ II	0000600507508	Barreiras	175,2	0000600507508A	-12,028913	-46,236777
BAR0761	FAZENDA SÃO MATHEUS	0000512553273	Barreiras	200,1	0000512553273	-12,029452	-46,331527
BAR0762	FAZENDA TRES IRMAOS E OUTRAS	3010350172803	Barreiras	2857,3	3010350172803	-12,030142	-45,344679
BAR0763	FAZENDA ALBINO BERTOLDO	3010350158738	Barreiras	1002,5	3010350158738	-12,030200	-46,363005
BAR0764	FAZENDA MANA	9501491383390	Barreiras	249,2	9501491383390	-12,030833	-45,372138
BAR0765	FAZENDA REFÚGIO  GLEBA 01	9500252970113	Barreiras	95,5	9500252970113A	-12,030925	-45,525095
BAR0766	FAZENDA LIDOANA IV	9500683913443	Barreiras	100,0	9500683913443	-12,031090	-46,261564
BAR0767	FAZENDA MANHATTAN	3010350008507	Barreiras	84,4	3010350008507A	-12,031153	-44,939777
BAR0768	FAZENDA NOSSA SENHORA DE FÁTIMA	0000518860330	Barreiras	292,3	0000518860330	-12,032194	-46,166063
BAR0769	FAZENDA TOCAIA GRANDE	0000512461310	Barreiras	131,8	0000512461310A	-12,032342	-46,267244
BAR0770	FAZENDA HARPIA	0000512552625	Barreiras	296,3	0000512552625	-12,032930	-46,335882
BAR0771	FAZENDA TRÊS IRMÃOS	9502033811282	Barreiras	1505,3	9502033811282A	-12,033180	-45,233188
BAR0772	FAZENDA IBIRAMA	0000274409304	Barreiras	150,1	0000274409304	-12,033469	-46,246302
BAR0773	FAZENDA REFÚGIO  GLEBA 01	9500252970113	Barreiras	596,0	9500252970113B	-12,033646	-45,519823
BAR0774	FAZENDA REFÚGIO  GLEBA 01	9500252970113	Barreiras	96,8	9500252970113C	-12,034017	-45,526205
BAR0775	FAZENDA AGROPECUÁRIA BASSO III	3010350182361	Barreiras	181,0	3010350182361	-12,034797	-45,606821
BAR0776	FAZENDA AGROPECUÁRIA BASSO IV	3010350182442	Barreiras	580,7	3010350182442	-12,034982	-45,602164
BAR0777	FAZENDA SÃO JOSÉ	3010350186430	Barreiras	53,9	3010350186430A	-12,035250	-46,255235
BAR0778	FAZENDA SANTA MARIA - LOTE 01 E FAZENDA SANTA MARIA  LOTE 02	9501813898030	Barreiras	226,3	9501813898030	-12,035387	-45,007364
BAR0779	FAZENDA MANHATTAN	3010350008507	Barreiras	269,0	3010350008507B	-12,035567	-44,967126
BAR0780	FAZENDA ALEMÃO II	0000512531628	Barreiras	125,0	0000512531628A	-12,035824	-46,281983
BAR0781	FAZENDA FLOR DA SERRA	0000512461409	Barreiras	150,2	0000512461409	-12,036027	-46,273231
BAR0782	FAZENDA AGROPECUÁRIA BASSO LTDA	3010350182108	Barreiras	1195,0	3010350182108	-12,036362	-45,615618
BAR0783	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	351,2	3010350182280C	-12,036465	-45,656520
BAR0784	FAZENDA MANHATTAN	3010350008507	Barreiras	386,2	3010350008507C	-12,036604	-44,943962
BAR0785	FAZENDA RANCHO FUNDO VI	9500335183520	Barreiras	317,3	9500335183520	-12,036676	-46,371268
BAR0786	FAZENDA FEIJOEIRO	0000601858177	Barreiras	1361,2	0000601858177	-12,037009	-45,127303
BAR0787	FAZENDA MAURICÉA G3-A	9500921948676	Barreiras	406,6	9500921948676	-12,037033	-45,384253
BAR0788	FAZENDA SÃO JOSÉ	3010350164703	Barreiras	245,2	3010350164703	-12,037164	-46,341130
BAR0789	FAZENDA ALEMÃO I	7210420527527	Barreiras	70,2	7210420527527A	-12,037739	-46,290222
BAR0790	FAZENDA BARRO VITÓRIA II	9500337283816	Barreiras	1023,4	9500337283816	-12,038522	-45,092685
BAR0791	FAZENDA ALTO DA SERRA E ALTO DA SERRA II	9500762279946	Barreiras	1078,4	9500762279946	-12,038617	-45,060951
BAR0792	FAZENDA RANCHO FUNDO V	9500335183440	Barreiras	313,9	9500335183440	-12,038710	-46,376134
BAR0793	FAZENDA ONDURAS I, II E III	9500176255078	Barreiras	15,2	9500176255078A	-12,039081	-46,247444
BAR0794	FAZENDA NOSSA SENHORA DOS NAVEGANTES	9501577157512	Barreiras	254,4	9501577157512	-12,039636	-46,347196
BAR0795	FAZENDA TOCAIA GRANDE	0000512461310	Barreiras	18,3	0000512461310B	-12,040824	-46,264332
BAR0796	FAZENDA AGROPECUÁRIA BASSO I - LOTE 03	3010350182019	Barreiras	8,2	3010350182019C	-12,040980	-45,638678
BAR0797	FAZENDA IZETA	9500334482141	Barreiras	200,2	9500334482141E	-12,041029	-45,492400
BAR0798	FAZENDA CAPINZAL	0000601857529	Barreiras	1041,7	0000601857529	-12,041128	-45,144180
BAR0799	FAZENDA VANINI E OUTRAS	3140210220981	Barreiras	47,9	3140210220981B	-12,041153	-45,513001
BAR0800	FAZENDA RANCHO FUNDO IV	3010350148503	Barreiras	210,3	3010350148503	-12,041216	-46,379723
BAR0801	SÍTIO NOVO HORIZONTE 	9500686481161	Barreiras	143,0	9500686481161	-12,041858	-45,561252
BAR0802	FAZENDA UM IRMÃO	0000517366609	Barreiras	1771,7	0000517366609	-12,042318	-45,326704
BAR0803	FAZENDA SANTA MARIA	9999977979609	Barreiras	332,1	9999977979609	-12,042724	-45,007529
BAR0804	FAZENDA RANCHO FUNDO III	9500335183369	Barreiras	207,5	9500335183369	-12,043882	-46,382332
BAR0805	FAZENDA MANHATTAN	3010350008507	Barreiras	19,9	3010350008507D	-12,044893	-44,980545
BAR0806	FAZENDA REFÚGIO  GLEBA 01	9500252970113	Barreiras	140,7	9500252970113D	-12,044990	-45,524593
BAR0807	FAZENDA POMPEU	9500504134887	Barreiras	123,4	9500504134887B	-12,045157	-45,578846
BAR0808	FAZENDA DOIS DE OURO	3010350130302	Barreiras	492,0	3010350130302	-12,045179	-45,590606
BAR0809	FAZENDA NOVA CERES	3010350059594	Barreiras	249,3	3010350059594A	-12,045451	-44,953031
BAR0810	FAZENDA NOVA CERES	3010350059594	Barreiras	3,0	3010350059594B	-12,045642	-44,975103
BAR0811	FAZENDA NOVA CERES	3010350059594	Barreiras	3,0	3010350059594C	-12,046464	-44,973628
BAR0812	FAZENDA NOVA CERES	3010350059594	Barreiras	3,0	3010350059594D	-12,046577	-44,976840
BAR0813	FAZENDA AGROPECUÁRIA BASSO I - LOTE 04	3010350182019	Barreiras	21,6	3010350182019D	-12,046636	-45,638719
BAR0814	FAZENDA REUNIDAS SANTA CUSTÓDIA	3010350033790	Barreiras	1434,0	3010350033790	-12,046655	-44,901727
BAR0815	FAZENDA NOVA CERES	3010350059594	Barreiras	3,0	3010350059594E	-12,047212	-44,975036
BAR0816	FAZENDA VANINI	3140210220981	Barreiras	497,0	3140210220981C	-12,047875	-45,512513
BAR0817	FAZENDA NOVA CERES	3010350059594	Barreiras	3,0	3010350059594F	-12,047997	-44,976400
BAR0818	FAZENDA ALTO FLORIDO I	9500761574570	Barreiras	2173,8	9500761574570	-12,048060	-45,682413
BAR0819	FAZENDA VANINI E OUTRAS	3140210220981	Barreiras	298,1	3140210220981D	-12,048080	-45,511181
BAR0820	SITIO SÃO JOSÉ	9500502672873	Barreiras	363,3	9500502672873	-12,048536	-45,506852
BAR0821	FAZENDA MANHATTAN	3010350008507	Barreiras	149,6	3010350008507E	-12,048614	-44,993211
BAR0822	FAZENDA NOVA CERES	3010350059594	Barreiras	239,5	3010350059594G	-12,048798	-44,968428
BAR0823	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	350,9	3010350182280D	-12,049095	-45,652580
BAR0824	FAZENDA MORENINHA	9500174605918	Barreiras	742,5	9500174605918A	-12,049195	-45,310061
BAR0825	FAZENDA CRISTO REI	9510992338386	Barreiras	319,3	9510992338386	-12,049481	-45,273287
BAR0826	FAZENDA PASSOS DO MOREIRA	0000601857448	Barreiras	256,0	0000601857448	-12,049825	-45,114880
BAR0827	FAZENDA AGROPECUÁRIA BASSO I - LOTE 03	3010350182019	Barreiras	169,1	3010350182019E	-12,051049	-45,641511
BAR0828	FAZENDA CRISTO REI	9510992343975	Barreiras	319,7	9510992343975	-12,051430	-45,281244
BAR0829	FAZENDA FLOR DO TROVAO	9501229195001	Barreiras	1068,4	9501229195001	-12,051904	-45,255236
BAR0830	FAZENDA ALTO DA SERRA	9510562904914	Barreiras	54,6	9510562904914	-12,052203	-45,030622
BAR0831	FAZENDA AGROPECUÁRIA BASSO I - LOTE 04	3010350182019	Barreiras	352,0	3010350182019F	-12,052839	-45,634372
BAR0832	FAZENDA SAO ROQUE - AREA REMANESCENTE	3010350142300	Barreiras	1282,3	3010350142300B	-12,052892	-45,434142
BAR0833	FAZENDA MANHATTAN	3010350008507	Barreiras	96,6	3010350008507F	-12,053015	-44,993840
BAR0834	FAZENDA SCHNEIDER	9500842166077	Barreiras	896,1	9500842166077	-12,053206	-45,362203
BAR0835	FAZENDA CRISTO REI	9510992353261	Barreiras	361,6	9510992353261	-12,053278	-45,289768
BAR0836	FAZENDA BELO GUERREIRO I	0000198544841	Barreiras	250,4	0000198544841	-12,053983	-45,457478
BAR0837	FAZENDA BELO GUERREIRO II	2650630688967	Barreiras	250,6	2650630688967	-12,054281	-45,453767
BAR0838	FAZENDA PLANALTO	3010350104646	Barreiras	1962,2	3010350104646B	-12,056032	-45,412103
BAR0839	FAZENDA CALIFORNIA I, II, III, IV, V E VI	9500337513757	Barreiras	4043,0	9500337513757	-12,056166	-45,171054
BAR0840	FAZENDA PAINEIRA	9502034388634	Barreiras	20,0	9502034388634A	-12,056559	-45,586272
BAR0841	FAZENDA PAINEIRA	9502034388634	Barreiras	33,5	9502034388634B	-12,056621	-45,595560
BAR0842	FAZENDA CAMPO VERDE	9500927109110	Barreiras	323,1	9500927109110	-12,056795	-45,299747
BAR0843	FAZENDA VEREDA DAS LAGES - PARCELA I	3150790116227	Barreiras	523,2	3150790116227A	-12,057801	-45,201092
BAR0844	FAZENDA POMPEU	9500504134887	Barreiras	3,7	9500504134887C	-12,057937	-45,580955
BAR0845	FAZENDA VEREDA DAS LAGES - PARCELA I	3150790116227	Barreiras	526,1	3150790116227B	-12,058459	-45,204793
BAR0846	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634C	-12,059545	-45,588555
BAR0847	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634D	-12,059563	-45,589408
BAR0848	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634E	-12,059580	-45,590239
BAR0849	FAZENDA PAINEIRA	9502034388634	Barreiras	5,5	9502034388634F	-12,059594	-45,592754
BAR0850	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634G	-12,059597	-45,591050
BAR0851	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634H	-12,059613	-45,591842
BAR0852	FAZENDA PAINEIRA	9502034388634	Barreiras	22,6	9502034388634I	-12,059741	-45,598544
BAR0853	FAZENDA JACARANDÁ	3040501334343	Barreiras	107,3	3040501334343A	-12,060177	-45,109812
BAR0854	FAZENDA IZETA	9500334482141	Barreiras	247,1	9500334482141F	-12,060451	-45,498618
BAR0855	FAZENDA VANINI E OUTRAS	3140210220981	Barreiras	100,8	3140210220981E	-12,060887	-45,513619
BAR0856	FAZENDA RENASCER	9500686435054	Barreiras	50,1	9500686435054B	-12,061086	-45,560237
BAR0857	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	352,5	3010350182280E	-12,061680	-45,659682
BAR0858	FAZENDA MAURICÉA GIII	3010350162174	Barreiras	930,6	3010350162174	-12,062614	-45,390763
BAR0859	FAZENDA PAINEIRA	9502034388634	Barreiras	3,0	9502034388634J	-12,062838	-45,589453
BAR0860	FAZENDA PAINEIRA	9502034388634	Barreiras	3,0	9502034388634K	-12,062919	-45,590461
BAR0861	FAZENDA NOBRE	9500253850189	Barreiras	426,4	9500253850189	-12,062965	-45,021271
BAR0862	FAZENDA PAINEIRA	9502034388634	Barreiras	3,0	9502034388634L	-12,063008	-45,591563
BAR0863	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634M	-12,063053	-45,597750
BAR0864	FAZENDA PAINEIRA	9502034388634	Barreiras	3,0	9502034388634N	-12,063090	-45,592570
BAR0865	FAZENDA PAINEIRA	9502034388634	Barreiras	3,1	9502034388634O	-12,063159	-45,593590
BAR0866	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634P	-12,063174	-45,598666
BAR0867	FAZENDA PAINEIRA	9502034388634	Barreiras	4,0	9502034388634Q	-12,063296	-45,599590
BAR0868	FAZENDA PAINEIRA	9511105384774	Barreiras	4,1	9511105384774	-12,063414	-45,600536
BAR0869	FAZENDA PAINEIRA	9502034388634	Barreiras	4,1	9502034388634R	-12,063441	-45,601489
BAR0870	FAZENDA  TREZE	9510649416541	Barreiras	1192,6	9510649416541	-12,063719	-45,104091
BAR0871	CHACARA PÉ DE SERRA	9500682286488	Barreiras	11,1	9500682286488A	-12,063961	-45,059027
BAR0872	FAZENDA TERRA FORTE	9510218467599	Barreiras	285,4	9510218467599	-12,064359	-44,921535
BAR0873	CHACARA PÉ DE SERRA	9500682286488	Barreiras	9,0	9500682286488B	-12,065622	-45,059294
BAR0874	FAZENDA IZETA	9500334482141	Barreiras	200,2	9500334482141G	-12,066219	-45,487699
BAR0875	FAZENDA JACARANDÁ	3040501334343	Barreiras	80,5	3040501334343B	-12,066469	-45,115315
BAR0876	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839A	-12,067055	-45,594923
BAR0877	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839B	-12,067152	-45,595651
BAR0878	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839C	-12,067249	-45,596379
BAR0879	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839D	-12,067346	-45,597108
BAR0880	FAZENDA REFÚGIO	9500252970113	Barreiras	20,1	9500252970113E	-12,067367	-45,520444
BAR0881	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839E	-12,067442	-45,597836
BAR0882	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839F	-12,067539	-45,598565
BAR0883	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839G	-12,067635	-45,599293
BAR0884	FAZENDA LUCALU	9999116499100	Barreiras	102,5	9999116499100	-12,067677	-45,068074
BAR0885	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839H	-12,067732	-45,600022
BAR0886	FAZENDA OURO BRANCO I	9501812541856	Barreiras	157,2	9501812541856	-12,067752	-44,987451
BAR0887	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839I	-12,067828	-45,600750
BAR0888	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839J	-12,067925	-45,601479
BAR0889	FAZENDA AGROPECUÁRIA BASSO I  LOTES 01 02 03 04 05 E 06	3010350182019	Barreiras	52,8	3010350182019G	-12,067974	-45,637853
BAR0890	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839K	-12,068021	-45,602207
BAR0891	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839L	-12,068118	-45,602936
BAR0892	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839M	-12,068214	-45,603664
BAR0893	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839N	-12,068311	-45,604393
BAR0894	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839O	-12,068407	-45,605121
BAR0895	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839P	-12,068504	-45,605850
BAR0896	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839Q	-12,068636	-45,606851
BAR0897	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839R	-12,068733	-45,607580
BAR0898	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839S	-12,068830	-45,608308
BAR0899	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839T	-12,068926	-45,609037
BAR0900	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839U	-12,069022	-45,609765
BAR0901	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	4,9	9510307794668A	-12,069107	-45,563950
BAR0902	FAZENDA AGROPECUÁRIA BASSO I  LOTES 01 02 03 04 05 E 06	3010350182019	Barreiras	31,1	3010350182019H	-12,069116	-45,646217
BAR0903	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839V	-12,069119	-45,610493
BAR0904	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839W	-12,069215	-45,611222
BAR0905	FAZENDA REFÚGIO	9500252970113	Barreiras	15,3	9500252970113F	-12,069273	-45,523153
BAR0906	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839X	-12,069312	-45,611951
BAR0907	FAZENDA CERRADÃO	9500252345839	Barreiras	4,3	9500252345839Y	-12,069320	-45,615876
BAR0908	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839	-12,069409	-45,612679
BAR0909	FAZENDA CERRADÃO	9500252345839	Barreiras	66,6	9500252345839	-12,069493	-45,591277
BAR0910	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839	-12,069505	-45,613407
BAR0911	FAZENDA MISSAGRO VII	9500928286881	Barreiras	170,0	9500928286881E	-12,069541	-45,447924
BAR0912	FAZENDA CERRADÃO	9500252345839	Barreiras	105,5	9500252345839	-12,069593	-45,583306
BAR0913	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839	-12,069601	-45,614136
BAR0914	FAZENDA CERRADÃO	9500252345839	Barreiras	3,0	9500252345839	-12,069696	-45,614864
BAR0915	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	7,0	9510307794668B	-12,069911	-45,567002
BAR0916	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668C	-12,069997	-45,565756
BAR0917	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668D	-12,070107	-45,565029
BAR0918	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668E	-12,070217	-45,564303
BAR0919	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668F	-12,070326	-45,563576
BAR0920	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668G	-12,070436	-45,562850
BAR0921	FAZENDA CRISTO REI III	9501229195435	Barreiras	200,2	9501229195435A	-12,070489	-45,251076
BAR0922	FAZENDA REFÚGIO	9500252970113	Barreiras	7,0	9500252970113G	-12,070523	-45,517500
BAR0923	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668H	-12,070546	-45,562123
BAR0924	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668I	-12,070656	-45,561397
BAR0925	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668J	-12,070766	-45,560670
BAR0926	FAZENDA VEREDA ALEGRE  LOTES 01 02 03 04 05 E 06	3010350182280	Barreiras	111,2	3010350182280F	-12,070872	-45,660139
BAR0927	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668K	-12,070876	-45,559944
BAR0928	FAZENDA CAMPO VERDE I	9500174605918	Barreiras	78,3	9500174605918B	-12,070949	-45,301429
BAR0929	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668L	-12,070986	-45,559217
BAR0930	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668M	-12,071096	-45,558491
BAR0931	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668N	-12,071205	-45,557764
BAR0932	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668O	-12,071315	-45,557038
BAR0933	FAZENDA PAU D ARCO	8120641173406	Barreiras	109,5	8120641173406	-12,071357	-44,959517
BAR0934	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,0	9510307794668P	-12,071425	-45,556311
BAR0935	FAZENDA SANTA CRUZ VI	9510307794668	Barreiras	3,9	9510307794668Q	-12,071475	-45,555457
BAR0936	FAZENDA OURO BRANCO	9501812541775	Barreiras	130,7	9501812541775	-12,071670	-44,982749
BAR0937	FAZENDA REFÚGIO	9500252970113	Barreiras	20,3	9500252970113H	-12,071910	-45,520838
BAR0938	FAZENDA SAO CARLOS	3010350161526	Barreiras	50,2	3010350161526	-12,072136	-45,349202
BAR0939	FAZENDA VALE VERDE 01	9999034357757	Barreiras	366,0	9999034357757A	-12,072277	-45,217252
BAR0940	FAZENDA REFUGIO	9500252970113	Barreiras	6,1	9500252970113I	-12,072673	-45,518017
